"","PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Title","TravelsWithPartner","CabinLetter","TicketClass"
"191",191,1,"2","female",32,0,0,13,"S","Mrs.","0","missing","missing"
"192",192,0,"2","male",19,0,0,13,"S","Mr.","0","missing","missing"
"193",193,1,"3","female",19,1,0,7.8542,"S","Miss.","0","missing","missing"
"194",194,1,"2","male",3,1,1,26,"S","Master.","0","F","missing"
"195",195,1,"1","female",44,0,0,27.7208,"C","Mrs.","0","B","pc"
"196",196,1,"1","female",58,0,0,146.5208,"C","Miss.","0","B","pc"
"197",197,0,"3","male",29.6991176470588,0,0,7.75,"Q","Mr.","0","missing","missing"
"198",198,0,"3","male",42,0,1,8.4042,"S","Mr.","0","missing","missing"
"199",199,1,"3","female",29.6991176470588,0,0,7.75,"Q","Miss.","0","missing","missing"
"200",200,0,"2","female",24,0,0,13,"S","Mrs.","0","missing","missing"
"201",201,0,"3","male",28,0,0,9.5,"S","Mr.","0","missing","missing"
"202",202,0,"3","male",29.6991176470588,8,2,69.55,"S","Mr.","0","missing","ca"
"203",203,0,"3","male",34,0,0,6.4958,"S","Mr.","0","missing","missing"
"204",204,0,"3","male",45.5,0,0,7.225,"C","Mr.","0","missing","missing"
"205",205,1,"3","male",18,0,0,8.05,"S","Mr.","0","missing","a"
"206",206,0,"3","female",2,0,1,10.4625,"S","Miss.","0","G","missing"
"207",207,0,"3","male",32,1,0,15.85,"S","Mr.","1","missing","missing"
"208",208,1,"3","male",26,0,0,18.7875,"C","Mr.","0","missing","missing"
"209",209,1,"3","female",16,0,0,7.75,"Q","Miss.","0","missing","missing"
"210",210,1,"1","male",40,0,0,31,"C","Mr.","0","A","missing"
"211",211,0,"3","male",24,0,0,7.05,"S","Mr.","0","missing","soto"
"212",212,1,"2","female",35,0,0,21,"S","Miss.","0","missing","fcc"
"213",213,0,"3","male",22,0,0,7.25,"S","Mr.","0","missing","a"
"214",214,0,"2","male",30,0,0,13,"S","Mr.","0","missing","missing"
"215",215,0,"3","male",29.6991176470588,1,0,7.75,"Q","Mr.","0","missing","missing"
"216",216,1,"1","female",31,1,0,113.275,"C","Miss.","0","D","missing"
"217",217,1,"3","female",27,0,0,7.925,"S","Miss.","0","missing","ston"
"218",218,0,"2","male",42,1,0,27,"S","Mr.","1","missing","missing"
"219",219,1,"1","female",32,0,0,76.2917,"C","Miss.","0","D","missing"
"220",220,0,"2","male",30,0,0,10.5,"S","Mr.","0","missing","wc"
"221",221,1,"3","male",16,0,0,8.05,"S","Mr.","0","missing","soto"
"222",222,0,"2","male",27,0,0,13,"S","Mr.","0","missing","missing"
"223",223,0,"3","male",51,0,0,8.05,"S","Mr.","0","missing","missing"
"224",224,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing","missing"
"225",225,1,"1","male",38,1,0,90,"S","Mr.","1","C","missing"
"226",226,0,"3","male",22,0,0,9.35,"S","Mr.","0","missing","pp"
"227",227,1,"2","male",19,0,0,10.5,"S","Mr.","0","missing","swpp"
"228",228,0,"3","male",20.5,0,0,7.25,"S","Mr.","0","missing","a"
"229",229,0,"2","male",18,0,0,13,"S","Mr.","0","missing","missing"
"230",230,0,"3","female",29.6991176470588,3,1,25.4667,"S","Miss.","0","missing","missing"
"231",231,1,"1","female",35,1,0,83.475,"S","Mrs.","1","C","missing"
"232",232,0,"3","male",29,0,0,7.775,"S","Mr.","0","missing","missing"
"233",233,0,"2","male",59,0,0,13.5,"S","Mr.","0","missing","missing"
"234",234,1,"3","female",5,4,2,31.3875,"S","Miss.","0","missing","missing"
"235",235,0,"2","male",24,0,0,10.5,"S","Mr.","0","missing","ca"
"236",236,0,"3","female",29.6991176470588,0,0,7.55,"S","Miss.","0","missing","wc"
"237",237,0,"2","male",44,1,0,26,"S","Mr.","0","missing","missing"
"238",238,1,"2","female",8,0,2,26.25,"S","Miss.","0","missing","ca"
"239",239,0,"2","male",19,0,0,10.5,"S","Mr.","0","missing","missing"
"240",240,0,"2","male",33,0,0,12.275,"S","Mr.","0","missing","scow"
"241",241,0,"3","female",29.6991176470588,1,0,14.4542,"C","Miss.","0","missing","missing"
"242",242,1,"3","female",29.6991176470588,1,0,15.5,"Q","Miss.","0","missing","missing"
"243",243,0,"2","male",29,0,0,10.5,"S","Mr.","0","missing","wc"
"244",244,0,"3","male",22,0,0,7.125,"S","Mr.","0","missing","ston"
"245",245,0,"3","male",30,0,0,7.225,"C","Mr.","0","missing","missing"
"246",246,0,"1","male",44,2,0,90,"Q","Dr.","0","C","missing"
"247",247,0,"3","female",25,0,0,7.775,"S","Miss.","0","missing","missing"
"248",248,1,"2","female",24,0,2,14.5,"S","Mrs.","0","missing","missing"
"249",249,1,"1","male",37,1,1,52.5542,"S","Mr.","1","D","missing"
"250",250,0,"2","male",54,1,0,26,"S","Rev.","0","missing","missing"
"251",251,0,"3","male",29.6991176470588,0,0,7.25,"S","Mr.","0","missing","missing"
"252",252,0,"3","female",29,1,1,10.4625,"S","Mrs.","0","G","missing"
"253",253,0,"1","male",62,0,0,26.55,"S","Mr.","0","C","missing"
"254",254,0,"3","male",30,1,0,16.1,"S","Mr.","1","missing","a"
"255",255,0,"3","female",41,0,2,20.2125,"S","Mrs.","0","missing","missing"
"256",256,1,"3","female",29,0,2,15.2458,"C","Mrs.","0","missing","missing"
"257",257,1,"1","female",29.6991176470588,0,0,79.2,"C","Mrs.","0","missing","pc"
"258",258,1,"1","female",30,0,0,86.5,"S","Miss.","0","B","missing"
"259",259,1,"1","female",35,0,0,512.3292,"C","Miss.","0","missing","pc"
"260",260,1,"2","female",50,0,1,26,"S","Mrs.","0","missing","missing"
"261",261,0,"3","male",29.6991176470588,0,0,7.75,"Q","Mr.","0","missing","missing"
"262",262,1,"3","male",3,4,2,31.3875,"S","Master.","0","missing","missing"
"263",263,0,"1","male",52,1,1,79.65,"S","Mr.","1","E","missing"
"264",264,0,"1","male",40,0,0,0,"S","Mr.","0","B","missing"
"265",265,0,"3","female",29.6991176470588,0,0,7.75,"Q","Miss.","0","missing","missing"
"266",266,0,"2","male",36,0,0,10.5,"S","Mr.","0","missing","ca"
"267",267,0,"3","male",16,4,1,39.6875,"S","Mr.","0","missing","missing"
"268",268,1,"3","male",25,1,0,7.775,"S","Mr.","0","missing","missing"
"269",269,1,"1","female",58,0,1,153.4625,"S","Mrs.","0","C","pc"
"270",270,1,"1","female",35,0,0,135.6333,"S","Miss.","0","C","pc"
"271",271,0,"1","male",29.6991176470588,0,0,31,"S","Mr.","0","missing","missing"
"272",272,1,"3","male",25,0,0,0,"S","Mr.","0","missing","line"
"273",273,1,"2","female",41,0,1,19.5,"S","Mrs.","0","missing","missing"
"274",274,0,"1","male",37,0,1,29.7,"C","Mr.","0","C","pc"
"275",275,1,"3","female",29.6991176470588,0,0,7.75,"Q","Miss.","0","missing","missing"
"276",276,1,"1","female",63,1,0,77.9583,"S","Miss.","0","D","missing"
"277",277,0,"3","female",45,0,0,7.75,"S","Miss.","0","missing","missing"
"278",278,0,"2","male",29.6991176470588,0,0,0,"S","Mr.","0","missing","missing"
"279",279,0,"3","male",7,4,1,29.125,"Q","Master.","0","missing","missing"
"280",280,1,"3","female",35,1,1,20.25,"S","Mrs.","0","missing","ca"
"281",281,0,"3","male",65,0,0,7.75,"Q","Mr.","0","missing","missing"
"282",282,0,"3","male",28,0,0,7.8542,"S","Mr.","0","missing","missing"
"283",283,0,"3","male",16,0,0,9.5,"S","Mr.","0","missing","missing"
"284",284,1,"3","male",19,0,0,8.05,"S","Mr.","0","missing","a"
"285",285,0,"1","male",29.6991176470588,0,0,26,"S","Mr.","0","A","missing"
"286",286,0,"3","male",33,0,0,8.6625,"C","Mr.","0","missing","missing"
"287",287,1,"3","male",30,0,0,9.5,"S","Mr.","0","missing","missing"
"288",288,0,"3","male",22,0,0,7.8958,"S","Mr.","0","missing","missing"
"289",289,1,"2","male",42,0,0,13,"S","Mr.","0","missing","missing"
"290",290,1,"3","female",22,0,0,7.75,"Q","Miss.","0","missing","missing"
"291",291,1,"1","female",26,0,0,78.85,"S","Miss.","0","missing","missing"
"292",292,1,"1","female",19,1,0,91.0792,"C","Mrs.","1","B","missing"
"293",293,0,"2","male",36,0,0,12.875,"C","Mr.","0","D","scpa"
"294",294,0,"3","female",24,0,0,8.85,"S","Miss.","0","missing","missing"
"295",295,0,"3","male",24,0,0,7.8958,"S","Mr.","0","missing","missing"
"296",296,0,"1","male",29.6991176470588,0,0,27.7208,"C","Mr.","0","missing","pc"
"297",297,0,"3","male",23.5,0,0,7.2292,"C","Mr.","0","missing","missing"
"298",298,0,"1","female",2,1,2,151.55,"S","Miss.","0","C","missing"
"299",299,1,"1","male",29.6991176470588,0,0,30.5,"S","Mr.","0","C","missing"
"300",300,1,"1","female",50,0,1,247.5208,"C","Mrs.","0","B","pc"
"301",301,1,"3","female",29.6991176470588,0,0,7.75,"Q","Miss.","0","missing","missing"
"302",302,1,"3","male",29.6991176470588,2,0,23.25,"Q","Mr.","0","missing","missing"
"303",303,0,"3","male",19,0,0,0,"S","Mr.","0","missing","line"
"304",304,1,"2","female",29.6991176470588,0,0,12.35,"Q","Miss.","0","E","missing"
"305",305,0,"3","male",29.6991176470588,0,0,8.05,"S","Mr.","0","missing","a"
"306",306,1,"1","male",0.92,1,2,151.55,"S","Master.","0","C","missing"
"307",307,1,"1","female",29.6991176470588,0,0,110.8833,"C","Miss.","0","missing","missing"
"308",308,1,"1","female",17,1,0,108.9,"C","Mrs.","1","C","pc"
"309",309,0,"2","male",30,1,0,24,"C","Mr.","1","missing","ppp"
"310",310,1,"1","female",30,0,0,56.9292,"C","Miss.","0","E","pc"
"311",311,1,"1","female",24,0,0,83.1583,"C","Miss.","0","C","missing"
"312",312,1,"1","female",18,2,2,262.375,"C","Miss.","0","B","pc"
"313",313,0,"2","female",26,1,1,26,"S","Mrs.","0","missing","missing"
"314",314,0,"3","male",28,0,0,7.8958,"S","Mr.","0","missing","missing"
"315",315,0,"2","male",43,1,1,26.25,"S","Mr.","1","missing","fcc"
"316",316,1,"3","female",26,0,0,7.8542,"S","Miss.","0","missing","missing"
"317",317,1,"2","female",24,1,0,26,"S","Mrs.","1","missing","missing"
"318",318,0,"2","male",54,0,0,14,"S","Dr.","0","missing","missing"
"319",319,1,"1","female",31,0,2,164.8667,"S","Miss.","0","C","missing"
"320",320,1,"1","female",40,1,1,134.5,"C","Mrs.","0","E","missing"
"321",321,0,"3","male",22,0,0,7.25,"S","Mr.","0","missing","a"
"322",322,0,"3","male",27,0,0,7.8958,"S","Mr.","0","missing","missing"
"323",323,1,"2","female",30,0,0,12.35,"Q","Miss.","0","missing","missing"
"324",324,1,"2","female",22,1,1,29,"S","Mrs.","0","missing","missing"
"325",325,0,"3","male",29.6991176470588,8,2,69.55,"S","Mr.","0","missing","ca"
"326",326,1,"1","female",36,0,0,135.6333,"C","Miss.","0","C","pc"
"327",327,0,"3","male",61,0,0,6.2375,"S","Mr.","0","missing","missing"
"328",328,1,"2","female",36,0,0,13,"S","Mrs.","0","D","missing"
"329",329,1,"3","female",31,1,1,20.525,"S","Mrs.","1","missing","missing"
"330",330,1,"1","female",16,0,1,57.9792,"C","Miss.","0","B","missing"
"331",331,1,"3","female",29.6991176470588,2,0,23.25,"Q","Miss.","0","missing","missing"
"332",332,0,"1","male",45.5,0,0,28.5,"S","Mr.","0","C","missing"
"333",333,0,"1","male",38,0,1,153.4625,"S","Mr.","0","C","pc"
"334",334,0,"3","male",16,2,0,18,"S","Mr.","0","missing","missing"
"335",335,1,"1","female",29.6991176470588,1,0,133.65,"S","Mrs.","0","missing","pc"
"336",336,0,"3","male",29.6991176470588,0,0,7.8958,"S","Mr.","0","missing","missing"
"337",337,0,"1","male",29,1,0,66.6,"S","Mr.","0","C","missing"
"338",338,1,"1","female",41,0,0,134.5,"C","Miss.","0","E","missing"
"339",339,1,"3","male",45,0,0,8.05,"S","Mr.","0","missing","missing"
"340",340,0,"1","male",45,0,0,35.5,"S","Mr.","0","T","missing"
"341",341,1,"2","male",2,1,1,26,"S","Master.","0","F","missing"
"342",342,1,"1","female",24,3,2,263,"S","Miss.","0","C","missing"
"343",343,0,"2","male",28,0,0,13,"S","Mr.","0","missing","missing"
"344",344,0,"2","male",25,0,0,13,"S","Mr.","0","missing","missing"
"345",345,0,"2","male",36,0,0,13,"S","Mr.","0","missing","missing"
